NODE_ID,PSGC,MUNICIPALITY,BARANGAY,CALIBRATION_FACTOR,ANNUAL_GROWTH_RATE,HISTORICAL_MONTHLY_MEAN,HISTORICAL_MONTHLY_STD,OUTBREAK_CASE_THRESHOLD
163,1206314007,Tampakan,Tablu,1.0254202590644548,0.021342055873657697,0.9711834489903551,0.8760418487782674,3.0
164,1206314008,Tampakan,Buto,1.0254202590644548,0.013227686025594397,0.7945683517380642,0.7036183286860072,2.0
165,1206314009,Tampakan,Lampitak,1.0254202590644548,0.020598325144012,0.8954361015812563,0.806635233049248,3.0
166,1206314010,Tampakan,Palo,1.0254202590644548,0.019693167740829146,1.0431071240290004,0.9375470542779161,3.0
167,1206314011,Tampakan,Pula-bato,1.0254202590644548,0.022419362340194312,0.8137937452911912,0.7355699211308566,2.0
168,1206314012,Tampakan,Danlag,1.0254202590644548,0.017105016411506687,1.1094731990349613,0.9932623595325644,3.0
169,1206314013,Tampakan,San Isidro,1.0254202590644548,0.021999129972952666,0.9257924335775888,0.8364496338526409,3.0
170,1206314014,Tampakan,Santa Cruz,1.0254202590644548,0.021643586719909003,0.848634910709734,0.7657194172634644,2.0
184,1206317001,Tupi,Acmonan,0.9467702284152303,-0.03,2.388095922712985,1.8949238059529927,6.0
185,1206317002,Tupi,Bololmala,0.9467702284152303,-0.03,2.045674593776882,1.5649723918409162,5.0
186,1206317003,Tupi,Bunao,0.9467702284152303,-0.03,2.7370347858621233,1.9191998289511638,6.0
187,1206317004,Tupi,Cebuano,0.9467702284152303,-0.03,3.176020073873031,2.33688261643826,7.0
188,1206317005,Tupi,Crossing Rubber,0.9467702284152303,-0.03,2.189931310209627,1.7111448766414514,5.0
189,1206317006,Tupi,Kablon,0.9467702284152303,-0.03,3.0463383799749115,2.3007967470720154,7.0
190,1206317007,Tupi,Kalkam,0.9467702284152303,-0.03,0.9136897774488936,0.6421495027919987,2.0
191,1206317009,Tupi,Linan,0.9467702284152303,-0.03,1.8040823393480676,1.3279363134012996,4.0
192,1206317010,Tupi,Lunen,0.9467702284152303,-0.03,1.7190440783389922,1.2818961391799184,4.0
193,1206317011,Tupi,Miasong,0.9467702284152303,-0.03,2.1866606987969095,1.7512192518556229,5.0
194,1206317012,Tupi,Palian,0.9467702284152303,-0.03,1.5952424419531883,1.1899296752818522,4.0
195,1206317013,Tupi,Poblacion,0.9467702284152303,-0.03,8.227516084804401,6.482574418161244,18.0
196,1206317014,Tupi,Polonuling,0.9467702284152303,-0.03,3.855582627489113,2.8343498172855663,9.0
197,1206317015,Tupi,Simbo,0.9467702284152303,-0.03,0.9638410968540919,0.7506110189081048,3.0
198,1206317016,Tupi,Tubeng,0.9467702284152303,-0.03,1.2831902330012241,0.9742914436617628,3.0
